arm,seed,co2_floor,co2_mean,o2_mean,closure_mean,ls_share_mean,waste_processed,service_total,credits_end,harvests,survived
without_worms,418916,5.930250094578416,162.1554709441189,384.1683409923427,1.1962454734428585,0.671993187709058,857.9999999999965,61640,483864,14,1
without_worms,523645,5.930250094578416,162.1554709441189,384.1683409923427,1.1962454734428585,0.671993187709058,857.9999999999965,61640,483864,14,1
without_nitrifier,104729,81.98712950000049,216.3104038946925,383.0780725990732,1.4077110521348684,0.6705467759462767,416.0000000000016,46482,466306,14,1
without_nitrifier,209458,81.98712950000049,216.3104038946925,383.0780725990732,1.4077110521348684,0.6705467759462767,416.0000000000016,46482,466306,14,1
without_nitrifier,314187,81.98712950000049,216.3104038946925,383.0780725990732,1.4077110521348684,0.6705467759462767,416.0000000000016,46482,466306,14,1
without_nitrifier,418916,81.98712950000049,216.3104038946925,383.0780725990732,1.4077110521348684,0.6705467759462767,416.0000000000016,46482,466306,14,1
without_nitrifier,523645,81.98712950000049,216.3104038946925,383.0780725990732,1.4077110521348684,0.6705467759462767,416.0000000000016,46482,466306,14,1
without_digester,104729,5.847224994495257,67.09945284281852,382.9350747735712,1.0798557105874789,0.6747939176435139,857.9999999999965,61811,434357,9,1
without_digester,209458,5.847224994495257,67.09945284281852,382.9350747735712,1.0798557105874789,0.6747939176435139,857.9999999999965,61811,434357,9,1
without_digester,314187,5.847224994495257,67.09945284281852,382.9350747735712,1.0798557105874789,0.6747939176435139,857.9999999999965,61811,434357,9,1
without_digester,418916,5.847224994495257,67.09945284281852,382.9350747735712,1.0798557105874789,0.6747939176435139,857.9999999999965,61811,434357,9,1
without_digester,523645,5.847224994495257,67.09945284281852,382.9350747735712,1.0798557105874789,0.6747939176435139,857.9999999999965,61811,434357,9,1
without_reef,104729,5.4775715752773015,105.45472907665652,382.9060212742098,1.1062931795521673,0.6780290578571861,857.9999999999965,61965,475397,12,1
without_reef,209458,5.4775715752773015,105.45472907665652,382.9060212742098,1.1062931795521673,0.6780290578571861,857.9999999999965,61965,475397,12,1
without_reef,314187,5.4775715752773015,105.45472907665652,382.9060212742098,1.1062931795521673,0.6780290578571861,857.9999999999965,61965,475397,12,1
without_reef,418916,5.4775715752773015,105.45472907665652,382.9060212742098,1.1062931795521673,0.6780290578571861,857.9999999999965,61965,475397,12,1
without_reef,523645,5.4775715752773015,105.45472907665652,382.9060212742098,1.1062931795521673,0.6780290578571861,857.9999999999965,61965,475397,12,1
